date,rowNum,sp500,earnQ,earn,EG,etop,div,DG,DtoP,cci,DtoE,mich,tcm1y,consumer,infl12
2022-02-06,746,4400.87,,207.24,0.1437,4.71,64.38,0.0947,1.46,105.700,0.31,62.80,1.00,284.61,7.95
2022-03-08,747,4422.18,,197.44,0.0838,4.46,65.00,0.1024,1.47,107.600,0.33,59.40,1.34,287.47,8.52
2022-04-08,748,4347.50,,194.12,-0.0080,4.47,65.50,0.1117,1.51,108.600,0.34,65.20,1.89,288.61,8.23
2022-05-08,749,4095.19,,190.80,-0.0508,4.66,66.01,0.1209,1.61,103.200,0.35,58.40,2.06,291.27,8.50
2022-06-08,750,3937.39,,187.48,-0.0913,4.76,66.51,0.1299,1.69,98.400,0.35,57.927,2.65,294.73,8.93
2022-07-08,751,3943.25,,192.12,-0.0739,4.87,66.55,0.1129,1.69,95.300,0.35,57.458,3.02,294.63,8.41
2022-08-08,752,4086.80,,196.76,-0.0548,4.81,66.59,0.0962,1.63,103.600,0.34,56.992,3.28,295.32,8.23
2022-09-07,753,3806.44,,201.40,-0.0338,5.29,66.63,0.0799,1.75,107.800,0.33,56.531,3.89,296.54,8.21
2022-10-08,754,3719.69,,201.43,-0.0665,5.42,67.60,0.0855,1.82,102.200,0.34,56.073,4.43,297.99,7.76
2022-11-07,755,3940.04,,201.45,-0.1003,5.11,68.58,0.0911,1.74,101.400,0.34,55.619,4.73,298.60,7.14
2022-12-08,756,3948.02,,201.48,-0.1353,5.10,69.55,0.0965,1.76,109.010,0.35,55.168,4.68,298.99,6.44
2023-01-07,757,3954.61,,204.37,-0.0659,5.17,68.11,0.0654,1.72,106.010,0.33,54.721,4.69,300.54,6.35
2023-02-07,758,4044.69,,207.27,0.0001,5.12,69.09,0.0708,1.71,102.900,0.33,54.278,4.93,301.65,5.99
2023-03-09,759,3998.07,,210.16,0.0632,5.26,70.15,0.0774,1.75,104.010,0.33,53.838,4.68,301.81,4.99
2023-04-09,760,4122.77,,213.23,0.0949,5.17,68.62,0.0461,1.66,103.700,0.32,53.402,4.68,302.92,4.96
2023-05-09,761,4156.50,,216.29,0.1265,5.20,69.61,0.0526,1.67,102.300,0.32,52.970,4.91,303.29,4.13
2023-06-09,762,4315.88,,219.3600,0.1582,5.08,68.52,0.0290,1.59,110.100,0.31,52.97,5.24,303.84,3.09
2023-07-09,763,4507.89,,215.91,0.1164,4.79,69.14,0.0380,1.53,114.000,0.32,52.97,5.37,304.35,3.30
2023-08-09,764,4450.00,,212.45,0.0757,4.77,70.13,0.0513,1.58,108.700,0.33,52.97,5.37,306.27,3.71
2023-09-08,765,4300.00,,209.0000,0.0362,4.86,69.02,0.0341,1.61,104.300,0.33,52.97,5.44,307.48,3.69
2023-10-09,766,4388.61,,211.20,0.0458,4.81,69.66,0.0299,1.59,99.100,0.33,52.97,5.42,308.10,3.39
2023-11-08,767,4667.27,,213.40,0.0552,4.57,70.66,0.0299,1.51,101.000,0.33,52.97,5.28,308.71,3.39
2023-12-09,768,4801.01,,215.6000,0.0644,4.49,73.51,0.0578,1.53,108.000,0.34,52.97,4.96,309.33,3.46
2024-01-08,769,4980.49,,216.57,0.0565,4.35,70.18,0.0299,1.41,110.900,0.32,52.97,4.79,309.95,3.13
2024-02-08,770,5168.63,,217.55,0.0484,4.21,71.19,0.0299,1.38,105.700,0.33,52.97,4.92,310.57,2.96
2024-03-09,771,5127.79,,218.5200,0.0400,4.26,72.24,0.0302,1.41,103.100,0.33,52.97,4.99,311.19,3.11
2024-04-09,772,5164.87,,223.49,0.0486,4.33,70.70,0.0299,1.37,97.500,0.32,52.97,5.14,311.81,2.94
2024-05-09,773,5378.90,,228.47,0.0570,4.25,71.72,0.0299,1.33,101.300,0.31,52.97,5.16,312.44,3.01
2024-06-09,774,5513.50,,233.4400,0.0653,4.23,73.13,0.0626,1.33,98.700,0.31,52.97,5.11,313.06,3.03
2024-07-09,775,5489.28,,226.29,0.0479,4.12,71.23,0.0299,1.30,101.900,0.31,52.97,4.9,313.69,3.07
2024-08-09,776,5615.65,,231.32,0.0867,4.12,72.26,0.0299,1.29,105.600,0.31,52.97,4.43,314.31,2.63
2024-09-08,777,5733.57,,236.6400,0.1265,4.13,74.72,0.0789,1.30,98.700,0.32,52.97,4.03,314.94,2.43
2024-10-09,778,5862.78,,239.21,0.1253,4.08,72.13,0.0349,1.23,109.600,0.30,52.97,4.20,315.57,2.43
2024-11-08,779,5947.58,,241.79,0.1242,4.07,73.16,0.0349,1.23,112.800,0.30,52.97,4.33,316.20,2.43
2024-12-09,780,5866.58,,244.3600,0.1232,4.17,75.66,0.0293,1.29,104.700,0.31,52.97,4.23,316.84,2.43
2025-01-08,781,5824.75,,245.87,0.1295,4.22,73.03,0.0400,1.25,105.000,0.30,52.97,4.20,316.00,2.50
2025-02-08,782,,,247.37,0.1289,,74.08,0.0400,,105.000,0.30,52.97,4.20,316.00,2.50
2025-03-10,783,,,248.8800,0.1283,,76.60,0.0584,,105.000,0.31,52.97,4.20,316.00,2.50
2025-04-10,784,,,254.55,0.1298,,73.94,0.0449,,105.000,0.29,52.97,4.20,316.00,2.50
2025-05-10,785,,,260.21,0.1313,,75.00,0.0449,,105.000,0.29,52.97,4.20,316.00,2.50
2025-06-10,786,,,265.8800,0.1328,,77.56,0.0586,,105.000,0.29,52.97,4.20,316.00,2.50
2025-07-10,787,,,271.27,0.1829,,74.86,0.0497,,105.000,0.28,52.97,4.20,316.00,2.50
2025-08-10,788,,,276.65,0.1832,,75.94,0.0497,,105.000,0.27,52.97,4.20,316.00,2.50
2025-09-09,789,,,282.0400,0.1824,,78.53,0.0497,,105.000,0.28,52.97,4.20,316.00,2.50
2025-10-10,790,,,284.05,0.1762,,75.80,0.0497,,105.000,0.27,52.97,4.20,316.00,2.50
2025-11-09,791,,,286.07,0.1702,,76.89,0.0497,,105.000,0.27,52.97,4.20,316.00,2.50
2025-12-10,792,,,288.08,0.1644,,79.51,0.0497,,105.000,0.28,52.97,4.20,316.00,2.50
